,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
LPU,213.0,391.0,70.0,234.0,130.0,203.0,117.0,276.0,166.0,128.0,57.0,30.0,194.0,180.0,31.0,68.0,9.0,1800.0,283.0,625.0,45.28,54.47570332480819,29.914529914529915,64.03940886699507,766.0,393.0,87.0
SBU,128.0,309.0,62.0,248.0,92.0,138.0,84.0,209.0,119.0,69.0,47.0,23.0,170.0,141.0,-26.0,38.0,8.0,1600.0,190.0,557.0,34.1113105924596,41.42394822006472,25.0,66.66666666666667,534.0,293.0,70.0
UPHSD,152.0,350.0,69.0,283.0,99.0,163.0,116.0,242.0,126.0,114.0,78.0,23.0,162.0,155.0,13.0,64.0,9.0,1800.0,221.0,633.0,34.913112164297,43.42857142857143,24.381625441696112,60.736196319018404,610.0,358.0,101.0
MU,140.0,339.0,51.0,170.0,158.0,235.0,78.0,210.0,121.0,109.0,59.0,24.0,161.0,196.0,-28.0,23.0,8.0,1600.0,191.0,509.0,37.524557956778,41.29793510324484,30.0,67.23404255319149,591.0,288.0,83.0
CSJL,183.0,426.0,57.0,256.0,119.0,183.0,123.0,222.0,136.0,89.0,76.0,27.0,168.0,180.0,-16.0,37.0,9.0,1800.0,240.0,682.0,35.19061583577712,42.95774647887324,22.265625,65.02732240437159,656.0,345.0,103.0
EAC,154.0,361.0,50.0,205.0,134.0,214.0,118.0,252.0,131.0,117.0,61.0,26.0,174.0,183.0,23.0,68.0,8.0,1600.0,204.0,566.0,36.042402826855124,42.659279778393355,24.390243902439025,62.61682242990654,592.0,370.0,87.0
SSCR,184.0,345.0,52.0,181.0,162.0,248.0,87.0,254.0,163.0,140.0,53.0,27.0,162.0,207.0,60.0,77.0,8.0,1600.0,236.0,526.0,44.866920152091254,53.333333333333336,28.7292817679558,65.3225806451613,686.0,341.0,80.0
AU,176.0,400.0,69.0,233.0,156.0,227.0,105.0,272.0,157.0,146.0,74.0,34.0,218.0,184.0,11.0,77.0,9.0,1800.0,245.0,633.0,38.70458135860979,44.0,29.613733905579398,68.72246696035242,715.0,377.0,108.0
JRU,188.0,368.0,50.0,177.0,114.0,164.0,90.0,196.0,105.0,116.0,67.0,29.0,199.0,158.0,22.0,69.0,8.0,1600.0,238.0,545.0,43.669724770642205,51.08695652173913,28.24858757062147,69.51219512195122,640.0,286.0,96.0
CSB,159.0,353.0,47.0,227.0,93.0,162.0,96.0,164.0,94.0,98.0,79.0,24.0,155.0,152.0,-90.0,25.0,8.0,1600.0,206.0,580.0,35.51724137931034,45.04249291784703,20.704845814977972,57.407407407407405,552.0,260.0,103.0
League,167.7,364.2,57.7,221.4,125.7,193.7,101.4,229.7,131.8,112.6,65.1,26.7,176.3,173.6,0.0,54.6,8.4,1680.0,225.39999999999998,585.6,38.49043715846994,46.04612850082373,26.061427280939476,64.89416623644811,634.2,331.1,91.8
