TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,205.0,29.0,72.4,22.8,46.0,6.2,26.4,10.2,17.6,74.4,15.6,32.2,47.8,14.6,14.0,7.8,3.8,11.6,19.4,19.0,13.0,55,5,4.0,1.0,40.0552486188,49.5652173913,23.4848484848,57.9545454545,0.8
MU,200.0,24.75,67.25,15.75,36.5,9.0,30.75,12.0,19.5,70.5,12.0,27.5,39.5,15.25,12.5,8.75,2.5,11.25,23.0,17.25,2.75,35,4,3.0,1.0,36.8029739777,43.1506849315,29.2682926829,61.5384615385,0.75
UPHSD,200.0,24.333333333333332,66.83333333333333,19.0,43.5,5.333333333333333,23.333333333333332,12.666666666666666,20.666666666666668,66.66666666666667,11.5,29.666666666666668,41.166666666666664,16.333333333333332,14.666666666666666,7.666666666666667,3.8333333333333335,11.5,18.166666666666668,19.5,-0.16666666666666666,48,6,4.0,2.0,36.4089775561,43.6781609195,22.8571428571,61.2903225806,0.6666666666666666
CSJL,200.0,25.2,62.2,18.6,37.0,6.6,25.2,17.6,23.6,74.6,10.2,25.8,36.0,13.8,15.0,6.4,4.8,11.2,22.2,20.6,-1.0,41,5,3.0,2.0,40.5144694534,50.2702702703,26.1904761905,74.5762711864,0.6
SBU,205.0,24.2,62.2,16.0,37.0,8.2,25.2,15.6,26.4,72.2,13.2,31.4,44.6,12.4,13.8,4.4,3.2,7.6,19.0,23.8,5.0,42,5,3.0,2.0,38.9067524116,43.2432432432,32.5396825397,59.0909090909,0.6
LPU,206.25,30.25,71.5,21.5,42.75,8.75,28.75,16.5,24.75,85.75,9.25,28.5,37.75,19.0,13.75,6.5,2.25,8.75,23.75,21.5,-2.25,27,4,2.0,2.0,42.3076923077,50.2923976608,30.4347826087,66.6666666667,0.5
League,203.0,26.24,69.6,19.56,43.46,6.68,26.139999999999997,14.9,23.46,74.06,12.2,27.839999999999996,40.04,15.34,13.319999999999999,7.58,3.4200000000000004,11.0,21.619999999999997,21.22,0.0,33,5,2.5,2.5,37.7011494253,45.0069028992,25.5547054323,63.5123614663,0.5
EAC,205.0,22.6,71.4,14.8,41.6,7.8,29.8,15.6,27.8,68.6,11.2,27.8,39.0,17.4,12.2,7.4,4.6,12.0,23.2,22.8,-2.2,27,5,2.0,3.0,31.6526610644,35.5769230769,26.1744966443,56.1151079137,0.4
SSCR,200.0,26.833333333333332,78.66666666666667,20.833333333333332,45.333333333333336,6.0,33.333333333333336,17.0,22.5,76.66666666666667,14.166666666666666,23.5,37.666666666666664,13.666666666666666,11.333333333333334,9.666666666666666,1.1666666666666667,10.833333333333334,28.0,20.666666666666668,-6.5,26,6,2.0,4.0,34.1101694915,45.9558823529,18.0,75.5555555556,0.3333333333333333
AU,210.0,31.0,75.2,27.0,57.8,4.0,17.4,13.8,25.6,79.8,11.6,30.4,42.0,15.0,12.6,10.0,2.8,12.8,19.2,23.0,-1.2,14,5,1.0,4.0,41.2234042553,46.7128027682,22.9885057471,53.90625,0.2
JRU,200.0,25.0,67.0,18.8,45.2,6.2,21.8,17.8,26.4,74.0,12.4,22.2,34.6,16.8,13.4,6.8,5.2,12.0,20.4,23.8,-6.0,15,5,1.0,4.0,37.3134328358,41.592920354,28.4403669725,67.4242424242,0.2
