TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,3450.0,479.0,1230.0,408.0,889.0,71.0,341.0,256.0,451.0,1285.0,220.0,426.0,646.0,257.0,211.0,171.0,52.0,223.0,342.0,398.0,-53.0,88.0,17.0,7.0,10.0,38.94308943089431,45.894263217097865,20.821114369501466,56.76274944567628
CSB,3450.0,507.0,1155.0,388.0,725.0,119.0,430.0,220.0,370.0,1353.0,223.0,529.0,752.0,309.0,253.0,115.0,65.0,180.0,320.0,333.0,169.0,193.0,17.0,14.0,3.0,43.896103896103895,53.51724137931034,27.674418604651162,59.45945945945946
CSJL,3725.0,475.0,1179.0,344.0,698.0,131.0,481.0,261.0,353.0,1342.0,156.0,505.0,661.0,289.0,275.0,115.0,72.0,187.0,373.0,349.0,-39.0,100.0,18.0,8.0,10.0,40.28837998303647,49.2836676217765,27.234927234927234,73.93767705382436
EAC,3425.0,443.0,1230.0,311.0,755.0,132.0,475.0,232.0,405.0,1250.0,209.0,472.0,681.0,300.0,214.0,121.0,62.0,183.0,378.0,361.0,-23.4,111.0,17.0,8.0,9.0,36.016260162601625,41.19205298013245,27.789473684210527,57.28395061728395
JRU,3400.0,455.0,1150.0,365.0,805.0,90.0,345.0,307.0,446.0,1307.0,205.0,392.0,597.0,308.0,242.0,128.0,58.0,186.0,383.0,388.0,-77.0,58.0,17.0,4.0,13.0,39.56521739130435,45.3416149068323,26.08695652173913,68.83408071748879
LPU,3450.0,477.0,1173.0,354.0,692.0,123.0,481.0,299.0,426.0,1376.0,163.0,447.0,610.0,297.0,203.0,130.0,31.0,161.0,338.0,378.0,1.0,115.0,17.0,9.0,8.0,40.66496163682864,51.15606936416185,25.571725571725572,70.18779342723005
MU,3225.0,424.0,1082.0,284.0,610.0,140.0,472.0,216.0,345.0,1204.0,199.0,408.0,607.0,260.0,209.0,128.0,37.0,165.0,368.0,304.0,56.2,154.0,16.0,13.0,3.0,39.186691312384475,46.557377049180324,29.661016949152543,62.608695652173914
SBU,3450.0,416.0,1081.0,270.0,621.0,146.0,460.0,216.0,355.0,1194.0,182.0,489.0,671.0,245.0,197.0,87.0,40.0,127.0,306.0,328.0,77.0,133.0,17.0,10.0,7.0,38.482886216466234,43.47826086956522,31.73913043478261,60.84507042253521
SSCR,3275.0,479.0,1246.0,347.0,740.0,132.0,506.0,242.0,333.0,1332.0,201.0,380.0,581.0,248.0,190.0,151.0,23.0,174.0,414.0,304.0,-69.0,67.0,16.0,5.0,11.0,38.4430176565008,46.891891891891895,26.08695652173913,72.67267267267268
UPHSD,3700.0,435.0,1162.0,333.0,753.0,102.0,409.0,238.0,381.0,1210.0,208.0,501.0,709.0,317.0,275.0,137.0,69.0,206.0,317.0,351.0,-42.0,79.0,18.0,7.0,11.0,37.4354561101549,44.223107569721115,24.938875305623473,62.46719160104987
League,3455.0,459.0,1168.8,340.4,728.8,118.6,440.0,248.7,386.5,1285.3,196.6,454.9,651.5,283.0,226.9,128.3,50.9,179.2,353.9,349.4,-0.02,109.8,17.0,8.5,8.5,39.27104722792608,46.70691547749726,26.954545454545453,64.34670116429496
