,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,140.0,312.0,41.0,208.0,76.0,130.0,85.0,146.0,83.0,83.0,63.0,23.0,136.0,130.0,-92.0,14.0,7.0,1400.0,181.0,520.0,34.80769230769231,44.87179487179487,19.71153846153846,58.46153846153846,479.0,231.0,86.0
LPU,189.0,351.0,64.0,210.0,118.0,186.0,107.0,242.0,146.0,112.0,52.0,26.0,177.0,163.0,19.0,57.0,8.0,1600.0,253.0,561.0,45.09803921568628,53.84615384615385,30.476190476190474,63.44086021505376,688.0,349.0,78.0
CSJL,165.0,385.0,52.0,225.0,104.0,165.0,115.0,196.0,121.0,82.0,64.0,24.0,151.0,163.0,-4.0,37.0,8.0,1600.0,217.0,610.0,35.57377049180328,42.857142857142854,23.11111111111111,63.03030303030303,590.0,311.0,88.0
UPHSD,143.0,324.0,56.0,247.0,93.0,153.0,107.0,218.0,111.0,102.0,74.0,19.0,146.0,142.0,12.0,51.0,8.0,1600.0,199.0,571.0,34.85113835376532,44.135802469135804,22.672064777327936,60.78431372549019,547.0,325.0,93.0
MU,140.0,339.0,51.0,170.0,158.0,235.0,78.0,210.0,121.0,109.0,59.0,24.0,161.0,196.0,-28.0,23.0,8.0,1600.0,191.0,509.0,37.524557956778,41.29793510324484,30.0,67.23404255319149,591.0,288.0,83.0
EAC,131.0,300.0,47.0,184.0,114.0,182.0,97.0,226.0,115.0,101.0,47.0,24.0,155.0,158.0,11.0,53.0,7.0,1400.0,178.0,484.0,36.77685950413223,43.666666666666664,25.543478260869566,62.637362637362635,517.0,323.0,71.0
AU,156.0,357.0,63.0,209.0,143.0,206.0,89.0,245.0,139.0,123.0,63.0,31.0,196.0,165.0,13.0,77.0,8.0,1600.0,219.0,566.0,38.69257950530035,43.69747899159664,30.14354066985646,69.41747572815534,644.0,334.0,94.0
SSCR,184.0,345.0,52.0,181.0,162.0,248.0,87.0,254.0,163.0,140.0,53.0,27.0,162.0,207.0,60.0,77.0,8.0,1600.0,236.0,526.0,44.866920152091254,53.333333333333336,28.7292817679558,65.3225806451613,686.0,341.0,80.0
SBU,113.0,270.0,56.0,229.0,78.0,119.0,76.0,182.0,104.0,62.0,40.0,21.0,157.0,125.0,-25.0,38.0,7.0,1400.0,169.0,499.0,33.86773547094188,41.851851851851855,24.45414847161572,65.54621848739495,472.0,258.0,61.0
JRU,166.0,320.0,46.0,152.0,107.0,152.0,78.0,170.0,97.0,95.0,60.0,24.0,173.0,139.0,34.0,69.0,7.0,1400.0,212.0,472.0,44.91525423728814,51.875,30.263157894736842,70.39473684210526,577.0,248.0,84.0
League,152.7,330.3,52.8,201.5,115.3,177.6,91.9,208.9,120.0,100.9,57.5,24.3,161.4,158.8,0.0,49.6,7.6,1520.0,205.5,531.8,38.64234674689733,46.230699364214345,26.203473945409428,64.92117117117117,579.0999999999999,300.8,81.8
