TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.0,44.111111111111114,6.0,27.88888888888889,11.0,19.0,11.666666666666666,20.333333333333332,12.333333333333334,12.666666666666666,10.11111111111111,3.111111111111111,19.0,18.22222222222222,-11.666666666666666,25.0,9.0,200.0,26.0,72.0,36.1111111111,45.3400503778,21.5139442231,57.8947368421,69.0,32.0,13.222222222222221
SBU,16.2,38.9,7.7,30.5,11.3,17.1,10.7,25.8,14.2,9.2,5.9,2.8,19.8,17.9,-4.7,38.0,10.0,200.0,23.9,69.4,34.4380403458,41.6452442159,25.2459016393,66.081871345,66.8,36.5,8.7
MU,17.77777777777778,41.888888888888886,6.666666666666667,22.555555555555557,18.555555555555557,27.88888888888889,9.444444444444445,26.444444444444443,15.0,12.88888888888889,7.333333333333333,2.6666666666666665,19.666666666666668,23.22222222222222,-2.3333333333333335,35.0,9.0,200.0,24.444444444444443,64.44444444444444,37.9310344828,42.4403183024,29.5566502463,66.5338645418,74.11111111111111,35.888888888888886,10.0
League,19.916666666666668,43.208333333333336,7.072916666666668,26.416666666666668,14.718750000000002,22.65625,12.052083333333334,27.125,15.968750000000002,13.458333333333332,7.8125,3.104166666666667,20.5625,20.270833333333332,-0.004166666666666667,62.9,9.6,200.0,26.989583333333336,69.625,38.7642130461,46.0945033751,26.7744479495,64.9655172414,75.77083333333333,39.177083333333336,10.916666666666666
EAC,18.7,44.7,6.9,26.1,16.7,26.3,14.2,29.8,16.8,14.3,7.9,3.3,21.8,21.9,0.4,68.0,10.0,200.0,25.6,70.8,36.1581920904,41.8344519016,26.4367816092,63.4980988593,74.8,44.0,11.2
CSJL,20.8,47.8,6.6,28.4,13.3,20.2,14.4,25.0,15.9,10.0,8.6,2.8,18.6,19.8,0.7,51.0,10.0,200.0,27.4,76.2,35.9580052493,43.5146443515,23.2394366197,65.8415841584,74.7,39.4,11.4
LPU,22.8,41.9,7.9,26.2,14.1,22.1,12.2,29.9,18.2,14.6,6.5,3.5,21.2,19.8,0.8,68.0,10.0,200.0,30.7,68.1,45.080763583,54.415274463,30.1526717557,63.8009049774,83.4,42.1,10.0
UPHSD,16.6,38.8,8.0,31.1,11.6,19.0,13.3,26.6,14.5,13.2,8.8,2.4,18.1,17.9,2.1,79.0,10.0,200.0,24.6,69.9,35.1931330472,42.7835051546,25.7234726688,61.0526315789,68.8,39.9,11.2
AU,19.4,44.8,7.8,25.2,17.2,24.9,11.7,30.1,17.8,15.9,7.9,3.5,24.0,19.9,2.5,92.0,10.0,200.0,27.2,70.0,38.8571428571,43.3035714286,30.9523809524,69.0763052209,79.4,41.8,11.4
JRU,24.0,45.44444444444444,6.111111111111111,22.666666666666668,14.11111111111111,20.444444444444443,11.555555555555555,24.77777777777778,13.333333333333334,14.555555555555555,8.444444444444445,3.5555555555555554,23.444444444444443,19.333333333333332,4.111111111111111,81.0,9.0,200.0,30.11111111111111,68.11111111111111,44.2088091354,52.8117359413,26.9607843137,69.0217391304,80.44444444444444,36.333333333333336,12.0
SSCR,23.444444444444443,44.0,6.777777777777778,22.555555555555557,19.77777777777778,30.333333333333332,10.88888888888889,32.0,21.444444444444443,17.666666666666668,6.777777777777778,3.4444444444444446,20.0,25.22222222222222,7.844444444444444,92.0,9.0,200.0,30.22222222222222,66.55555555555556,45.409015025,53.2828282828,30.0492610837,65.2014652015,87.0,42.888888888888886,10.222222222222221
