TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,3050.0,433.0,1069.0,367.0,776.0,66.0,293.0,227.0,397.0,1159.0,176.0,374.0,550.0,229.0,187.0,154.0,45.0,199.0,305.0,349.0,-45.0,75.0,15.0,6.0,9.0,40.50514499532273,47.29381443298969,22.525597269624573,57.178841309823675
CSB,3050.0,455.0,1032.0,352.0,652.0,103.0,380.0,197.0,328.0,1210.0,205.0,469.0,674.0,280.0,233.0,109.0,59.0,168.0,283.0,293.0,163.0,180.0,15.0,13.0,2.0,44.08914728682171,53.987730061349694,27.105263157894736,60.0609756097561
CSJL,3325.0,420.0,1048.0,305.0,622.0,115.0,426.0,247.0,334.0,1202.0,144.0,454.0,598.0,255.0,245.0,96.0,66.0,162.0,325.0,318.0,-41.0,90.0,16.0,7.0,9.0,40.0763358778626,49.035369774919616,26.995305164319248,73.95209580838323
EAC,3025.0,391.0,1076.0,266.0,651.0,125.0,425.0,209.0,365.0,1116.0,180.0,402.0,582.0,263.0,194.0,112.0,55.0,167.0,333.0,322.0,-24.4,98.0,15.0,7.0,8.0,36.33828996282528,40.86021505376344,29.41176470588235,57.26027397260274
JRU,3200.0,430.0,1094.0,350.0,776.0,80.0,318.0,285.0,417.0,1225.0,196.0,375.0,571.0,285.0,225.0,119.0,57.0,176.0,350.0,363.0,-73.0,58.0,16.0,4.0,12.0,39.30530164533821,45.103092783505154,25.157232704402517,68.34532374100719
LPU,3250.0,452.0,1103.0,333.0,649.0,119.0,454.0,279.0,398.0,1302.0,150.0,410.0,560.0,280.0,193.0,126.0,27.0,153.0,319.0,356.0,-8.0,100.0,16.0,8.0,8.0,40.97914777878513,51.30970724191063,26.211453744493394,70.10050251256281
MU,3025.0,398.0,1018.0,267.0,569.0,131.0,449.0,202.0,327.0,1129.0,192.0,389.0,581.0,247.0,204.0,122.0,36.0,158.0,348.0,287.0,54.2,144.0,15.0,12.0,3.0,39.09626719056975,46.92442882249561,29.175946547884188,61.7737003058104
SBU,3050.0,372.0,952.0,237.0,539.0,135.0,413.0,182.0,306.0,1061.0,165.0,434.0,599.0,212.0,175.0,76.0,39.0,115.0,272.0,286.0,89.0,133.0,15.0,10.0,5.0,39.075630252100844,43.970315398886825,32.68765133171913,59.47712418300654
SSCR,3275.0,479.0,1246.0,347.0,740.0,132.0,506.0,242.0,333.0,1332.0,201.0,380.0,581.0,248.0,190.0,151.0,23.0,174.0,414.0,304.0,-69.0,67.0,16.0,5.0,11.0,38.4430176565008,46.891891891891895,26.08695652173913,72.67267267267268
UPHSD,3500.0,409.0,1113.0,310.0,720.0,99.0,393.0,207.0,333.0,1124.0,199.0,479.0,678.0,299.0,258.0,126.0,66.0,192.0,291.0,320.0,-46.0,67.0,17.0,6.0,11.0,36.74752920035939,43.05555555555556,25.19083969465649,62.16216216216216
League,3175.0,423.9,1075.1,313.4,669.4,110.5,405.7,227.7,353.8,1186.0,180.8,416.6,597.4,259.8,210.4,119.1,47.3,166.4,324.0,319.8,-0.02,101.2,15.6,7.8,7.8,39.42889033578272,46.818046011353445,27.23687453783584,64.3583945732052
