TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,206.25,29.5,72.25,23.25,45.75,6.25,26.5,10.5,17.0,75.75,15.75,33.0,48.75,14.0,13.75,7.75,4.25,12.0,20.0,19.0,16.75,55.0,4.0,4.0,0.0,40.830449827,50.8196721311,23.5849056604,61.7647058824,1.0
MU,200.0,24.75,67.25,15.75,36.5,9.0,30.75,12.0,19.5,70.5,12.0,27.5,39.5,15.25,12.5,8.75,2.5,11.25,23.0,17.25,2.75,35.0,4.0,3.0,1.0,36.8029739777,43.1506849315,29.2682926829,61.5384615385,0.75
SBU,205.0,24.2,62.2,16.0,37.0,8.2,25.2,15.6,26.4,72.2,13.2,31.4,44.6,12.4,13.8,4.4,3.2,7.6,19.0,23.8,5.0,42.0,5.0,3.0,2.0,38.9067524116,43.2432432432,32.5396825397,59.0909090909,0.6
UPHSD,200.0,24.4,68.6,18.6,44.0,5.8,24.6,13.4,22.4,68.0,13.4,26.2,39.6,15.6,13.6,7.4,4.0,11.4,19.2,20.2,-1.8,38.0,5.0,3.0,2.0,35.5685131195,42.2727272727,23.5772357724,59.8214285714,0.6
CSJL,200.0,25.5,60.75,19.75,38.25,5.75,22.5,18.75,25.5,75.5,10.25,27.25,37.5,14.0,16.0,6.5,5.0,11.5,23.0,21.5,-1.75,27.0,4.0,2.0,2.0,41.975308642,51.6339869281,25.5555555556,73.5294117647,0.5
LPU,206.25,30.25,71.5,21.5,42.75,8.75,28.75,16.5,24.75,85.75,9.25,28.5,37.75,19.0,13.75,6.5,2.25,8.75,23.75,21.5,-2.25,27.0,4.0,2.0,2.0,42.3076923077,50.2923976608,30.4347826087,66.6666666667,0.5
League,203.2608695652174,26.456521739130437,69.6304347826087,19.67391304347826,43.69565217391305,6.782608695652175,25.934782608695652,15.32608695652174,24.15217391304348,75.0217391304348,12.391304347826088,27.586956521739133,39.97826086956522,15.369565217391306,13.23913043478261,7.521739130434783,3.5217391304347827,11.043478260869566,22.06521739130435,21.65217391304348,0.0,30.6,4.6,2.3,2.3,37.9956290977,45.0248756219,26.1525565801,63.4563456346,0.5
EAC,205.0,22.6,71.4,14.8,41.6,7.8,29.8,15.6,27.8,68.6,11.2,27.8,39.0,17.4,12.2,7.4,4.6,12.0,23.2,22.8,-2.2,27.0,5.0,2.0,3.0,31.6526610644,35.5769230769,26.1744966443,56.1151079137,0.4
SSCR,200.0,28.2,78.8,21.6,45.8,6.6,33.0,18.6,24.2,81.6,14.4,22.8,37.2,14.4,11.4,9.6,1.4,11.0,30.2,22.2,-6.2,26.0,5.0,2.0,3.0,35.7868020305,47.1615720524,20.0,76.8595041322,0.4
AU,210.0,31.0,75.2,27.0,57.8,4.0,17.4,13.8,25.6,79.8,11.6,30.4,42.0,15.0,12.6,10.0,2.8,12.8,19.2,23.0,-1.2,14.0,5.0,1.0,4.0,41.2234042553,46.7128027682,22.9885057471,53.90625,0.2
JRU,200.0,25.0,67.0,18.8,45.2,6.2,21.8,17.8,26.4,74.0,12.4,22.2,34.6,16.8,13.4,6.8,5.2,12.0,20.4,23.8,-6.0,15.0,5.0,1.0,4.0,37.3134328358,41.592920354,28.4403669725,67.4242424242,0.2
