,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
UPHSD,143.0,324.0,56.0,247.0,93.0,153.0,107.0,218.0,111.0,102.0,74.0,19.0,146.0,142.0,12.0,51.0,8.0,1600.0,199.0,571.0,34.85113835376532,44.135802469135804,22.672064777327936,60.78431372549019,547.0,325.0,93.0
CSB,159.0,353.0,47.0,227.0,93.0,162.0,96.0,164.0,94.0,98.0,79.0,24.0,155.0,152.0,-90.0,25.0,8.0,1600.0,206.0,580.0,35.51724137931034,45.04249291784703,20.704845814977972,57.407407407407405,552.0,260.0,103.0
SBU,113.0,270.0,56.0,229.0,78.0,119.0,76.0,182.0,104.0,62.0,40.0,21.0,157.0,125.0,-25.0,38.0,7.0,1400.0,169.0,499.0,33.86773547094188,41.851851851851855,24.45414847161572,65.54621848739495,472.0,258.0,61.0
AU,176.0,400.0,69.0,233.0,156.0,227.0,105.0,272.0,157.0,146.0,74.0,34.0,218.0,184.0,11.0,77.0,9.0,1800.0,245.0,633.0,38.70458135860979,44.0,29.613733905579398,68.72246696035242,715.0,377.0,108.0
SSCR,184.0,345.0,52.0,181.0,162.0,248.0,87.0,254.0,163.0,140.0,53.0,27.0,162.0,207.0,60.0,77.0,8.0,1600.0,236.0,526.0,44.866920152091254,53.333333333333336,28.7292817679558,65.3225806451613,686.0,341.0,80.0
MU,140.0,339.0,51.0,170.0,158.0,235.0,78.0,210.0,121.0,109.0,59.0,24.0,161.0,196.0,-28.0,23.0,8.0,1600.0,191.0,509.0,37.524557956778,41.29793510324484,30.0,67.23404255319149,591.0,288.0,83.0
CSJL,165.0,385.0,52.0,225.0,104.0,165.0,115.0,196.0,121.0,82.0,64.0,24.0,151.0,163.0,-4.0,37.0,8.0,1600.0,217.0,610.0,35.57377049180328,42.857142857142854,23.11111111111111,63.03030303030303,590.0,311.0,88.0
EAC,131.0,300.0,47.0,184.0,114.0,182.0,97.0,226.0,115.0,101.0,47.0,24.0,155.0,158.0,11.0,53.0,7.0,1400.0,178.0,484.0,36.77685950413223,43.666666666666664,25.543478260869566,62.637362637362635,517.0,323.0,71.0
LPU,189.0,351.0,64.0,210.0,118.0,186.0,107.0,242.0,146.0,112.0,52.0,26.0,177.0,163.0,19.0,57.0,8.0,1600.0,253.0,561.0,45.09803921568628,53.84615384615385,30.476190476190474,63.44086021505376,688.0,349.0,78.0
JRU,166.0,320.0,46.0,152.0,107.0,152.0,78.0,170.0,97.0,95.0,60.0,24.0,173.0,139.0,34.0,69.0,7.0,1400.0,212.0,472.0,44.91525423728814,51.875,30.263157894736842,70.39473684210526,577.0,248.0,84.0
League,156.6,338.7,54.0,205.8,118.3,182.9,94.6,213.4,122.9,104.7,60.2,24.7,165.5,162.9,0.0,50.7,7.8,1560.0,210.6,544.5,38.67768595041322,46.235606731620905,26.239067055393583,64.68015308911974,593.5,308.0,84.9
