TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,3450.0,479.0,1230.0,408.0,889.0,71.0,341.0,256.0,451.0,1285.0,220.0,426.0,646.0,257.0,211.0,171.0,52.0,223.0,342.0,398.0,-53.0,88.0,17.0,7.0,10.0,38.94308943089431,45.894263217097865,20.821114369501466,56.76274944567628
CSB,3650.0,537.0,1226.0,405.0,760.0,132.0,466.0,228.0,385.0,1434.0,238.0,556.0,794.0,334.0,267.0,119.0,67.0,186.0,343.0,351.0,168.0,193.0,18.0,14.0,4.0,43.800978792822185,53.28947368421053,28.326180257510728,59.22077922077922
CSJL,3725.0,475.0,1179.0,344.0,698.0,131.0,481.0,261.0,353.0,1342.0,156.0,505.0,661.0,289.0,275.0,115.0,72.0,187.0,373.0,349.0,-39.0,100.0,18.0,8.0,10.0,40.28837998303647,49.2836676217765,27.234927234927234,73.93767705382436
EAC,3425.0,443.0,1230.0,311.0,755.0,132.0,475.0,232.0,405.0,1250.0,209.0,472.0,681.0,300.0,214.0,121.0,62.0,183.0,378.0,361.0,-23.4,111.0,17.0,8.0,9.0,36.016260162601625,41.19205298013245,27.789473684210527,57.28395061728395
JRU,3400.0,455.0,1150.0,365.0,805.0,90.0,345.0,307.0,446.0,1307.0,205.0,392.0,597.0,308.0,242.0,128.0,58.0,186.0,383.0,388.0,-77.0,58.0,17.0,4.0,13.0,39.56521739130435,45.3416149068323,26.08695652173913,68.83408071748879
LPU,3650.0,506.0,1233.0,375.0,732.0,131.0,501.0,315.0,451.0,1458.0,171.0,468.0,639.0,312.0,211.0,139.0,34.0,173.0,356.0,401.0,2.0,125.0,18.0,10.0,8.0,41.03811841038119,51.22950819672131,26.147704590818364,69.84478935698448
MU,3425.0,458.0,1142.0,309.0,646.0,149.0,496.0,234.0,377.0,1299.0,202.0,446.0,648.0,288.0,227.0,135.0,41.0,176.0,391.0,331.0,72.2,168.0,17.0,14.0,3.0,40.10507880910683,47.8328173374613,30.04032258064516,62.06896551724138
SBU,3450.0,416.0,1081.0,270.0,621.0,146.0,460.0,216.0,355.0,1194.0,182.0,489.0,671.0,245.0,197.0,87.0,40.0,127.0,306.0,328.0,77.0,133.0,17.0,10.0,7.0,38.482886216466234,43.47826086956522,31.73913043478261,60.84507042253521
SSCR,3475.0,507.0,1321.0,369.0,791.0,138.0,530.0,259.0,361.0,1411.0,211.0,402.0,613.0,262.0,202.0,164.0,24.0,188.0,442.0,326.0,-85.0,67.0,17.0,5.0,12.0,38.38001514004542,46.64981036662453,26.037735849056602,71.74515235457064
UPHSD,3700.0,435.0,1162.0,333.0,753.0,102.0,409.0,238.0,381.0,1210.0,208.0,501.0,709.0,317.0,275.0,137.0,69.0,206.0,317.0,351.0,-42.0,79.0,18.0,7.0,11.0,37.4354561101549,44.223107569721115,24.938875305623473,62.46719160104987
League,3535.0,471.1,1195.4,348.9,745.0,122.2,450.4,254.6,396.5,1319.0,200.2,465.7,665.9,291.2,232.1,131.6,51.9,183.5,363.1,358.4,-0.02,112.2,17.4,8.7,8.7,39.40940271038983,46.83221476510067,27.131438721136767,64.21185372005044
